code,rdkit_smiles
RRT,O=C(O)CC(=O)NC(CS)Cc1ccccc1
RRV,CC(C)(CO)C(O)C(=O)NCCC(O)Cc1ccccc1
RRX,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CC(O)CC1(C)C
RS1,O=C(NO)C1(CCOCC1)CS(=O)(=O)c1ccc(cc1)Oc1ccc(Cl)cc1
RS2,O=C(CC1(CCOCC1)S(=O)(=O)c1ccc(cc1)Oc1ccccc1)NO
RS3,Cc1cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2cc1N(C)C
RS7,CCCCCCC#Cc1ccccc1C=CC(=O)O
RS8,NC1=NC(=O)c2ncc(nc2N1)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O
RSA,C#CCNC1CCc2ccccc21
RSD,COC1C(OC2OC(C)C(O)C(C)(O)C2OC)C2=C(CC3C(=O)C4C=CC5C(OC6OC5(C)C(OC5CC(C)(C(OC7OC(C)C(O)C(C)(O)C7OC)C(C)O5)[N+](=O)[O-])C(C6O)[NH+](C)C)=C4C(=O)C=3C2O)CC1(C)O
RSF,OC1COC2OCCC12
RSG,OC1COC2OCCC12
RSH,O=C(O)C(O)CC(O)C(O)CO
RSK,NC(c1ccccc1)C(N)c1ccccc1
RSM,CNC(=O)C(CCS(C)=O)NC(C)=O
RSO,c1ccc(cc1)C1CO1
RSP,NC1C=CN(C(=S)N=1)C1OC(COP(=O)(O)O)C(O)C1O
RSQ,NC1=NC(=O)N(C=C1C=O)C1OC(COP(=O)(O)O)C(O)C1O
RSS,CC(C)CC(CC(=O)O)C(=O)NC1Cc2cn(CCCCCCNC1=O)c1ccccc21
RST,CC1OC(O)CC(N)C1O
RSV,Nc1ccc2cc(ccc2n1)c1ccsc1
RSW,Cc1cc2c3C(=O)NC(=O)c3c3c4ccccc4n4c3c2[n+](c1)[Ru]412356(Cl)C4C1C2C3(C(=O)O)C5C46
RSX,O=P(O)(O)C1(CC2CCCNC2C1)P(=O)(O)O
RSY,CC(C)CC(NC(=O)C(CCl)NC(=O)CC(O)C(Cc1ccccc1)NC(=O)C(NC(=O)c1ccccn1)C(C)C)C(N)=O
RSZ,C#CCNC(=O)C(Cc1ccccc1)NC(=O)CC(O)C(Cc1ccccc1)NC(=O)C(NC(=O)c1ccccn1)C(C)C
RT,CC1=CN(C(=O)NC1=O)C1OC(COP(=O)(O)O)C(O)C1O
RT0,O=C(O)C1CC(CN1)n1cc(nn1)c1ccc(F)cc1
RT1,CC(CP(=O)(O)C(N)Cc1ccccc1)C(=O)O
RT3,Cc1ccc2c(c1)CCCN2C(=O)SCC(=O)Nc1ccc(cc1Cl)S(N)(=O)=O
RT7,NS(=O)(=O)c1ccc(NC(=O)CSC(=O)N2CCCc3cc(Cl)cc(Cl)c32)c(Cl)c1
RT8,CC1CCC(CC1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1
RTA,C1=CC2C3CCCCN3[Ru+2]34(N2CC1)N1CCCCC1C1CCCC(C2CCCCN23)N14
RTB,C1=CC=[N+]2C(=C1)C1C=CC=C3C4C=CC=C[N+]=4[Ru+2]24([N+]2C=CC=C5C=CC6=CC=C[N+]4=C6C=25)[N+]=13
RTD,O=C(O)C(S)c1ccccc1
RTH,CC(C)(C)C#Cc1ccccc1c1ccc2nc(N)ccc2c1
RTK,C[N+](C)(C)CCC[PH](=O)O
RTL,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO
RTM,CN(C(=O)CCc1cc2ccccc2nc1N)C1CCCCC1
RTN,Cc1ccccc1c1ccc2nc(N)c(cc2c1)CCC(=O)NC1CCCCC1
RTP,NC(=O)c1ncn(n1)C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O
RTR,N=C(N)c1ccc(cc1)CN1CCN(CC1=O)S(=O)(=O)c1cc2ccc(Cl)cc2s1
RTX,CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21
RTY,NC(Cc1ccc(cc1)OCCCC(=O)O)C(O)CBr
RTZ,CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1
RU,[Ru+3]
RU1,[O+]#C[Ru+2]C#[O+]
RU2,[O+]#C[Ru]([OH2+])([OH2+])([OH2+])([OH2+])[OH2+]
RU5,NC(=O)c1ccc2nc([nH]c2c1)c1ccc(cc1)Oc1ccc(Cl)cc1
RU6,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(CC(C)C(=O)C(C)C2N(CCCCn3cnc(c3)c3cccnc3)C(=O)OC12C)OC
RU8,O=C(CI)Nc1cc2C=CC=[N+]3c2c2c1C=CC=[N+]2[Ru+2]312([N+]3=CC=CC=C3C3C=CC=C[N+]=31)[N+]1C=CC=CC=1C1C=CC=C[N+]=12
RU9,NC(=O)c1ccc2nc([nH]c2c1)c1ccc(cc1)Oc1cccc(O)c1
RUA,CC1=CCN2C(C1)C1CC(C)CCN1[Ru]213(N2CCCCC2C2CCCCN21)N1CCCCC1C1CCCCN13
RUB,O=C(COP(=O)(O)O)C(O)C(O)COP(=O)(O)O
RUD,Cc1ccc(cc1)CCC(=O)O.Cl[Ru](Cl)P12CN3CN(CN(C3)C1)C2
RUF,CN1C(=O)c2c(nc(N3CCNCC3)n2Cc2ccccc2Cl)N(C)C1=O
RUG,OCc1cn(nn1)C1OC(CO)C(O)C(O)C1O
RUJ,CN(CCC(=O)O)[N+](C)(C)C
RUL,C1=CC=[N+]2C(=C1)C1=CC=CC=[N+]1[Ru+2]213([N+]2=CC=CC=C2C2=CC=CC=[N+]21)[N+]1C=CC=C2C=1C1C(=CC=C[N+]=13)c1nc3c4C=CC=[N+]5c4c4c(C=CC=[N+]4[Ru+2]546([N+]5C=CC=CC=5C5C=CC=C[N+]=54)[N+]4C=CC=CC=4C4C=CC=C[N+]=46)c3nc12
RUM,N#Cc1ccccc1CN1C(=O)C(Br)=CN=C1N1CCCC(N)C1
RUN,CC(C)C(=O)c1cnc([nH]1)C(Cc1ccccc1)CC(O)C(Cc1ccccc1)NC(=O)C(NC(=O)OCc1ccccc1)C(C)C
RUP,N=C(N)c1cccc(c1)CC(NC(=O)NC12CC3CC(CC(C3)C1)C2)C(=O)NCCc1ccccc1
RUR,CCC1C2=Cc3c(C)c(CC)c4C=C5C(C)=C(CCC(=O)O)C6C=C7C(CCC(=O)O)=C(C)C8=CC(C=1C)=[N+]2[Ru](N87)(n34)[N+]=65
RUS,O=C1C=CN(C([SeH])=N1)C1OC(COP(=O)(O)O)C(O)C1O
RUT,CC1OC(OCC2OC(OC3C(=O)c4c(O)cc(O)cc4OC=3c3ccc(O)c(O)c3)C(O)C(O)C2O)C(O)C(O)C1O
RUU,OCC1(O)OCC(O)C1O
RV1,Nc1ccc(cc1)S(=O)(=O)NC(=O)C1CC1
RVA,O=C(O)C(=Cc1ccccc1)Oc1cccc(C(=O)O)c1O
RVB,CC(C)C=C(Oc1cccc(C(=O)O)c1O)C(=O)O
RVC,O=C(O)C(=CC1CC1)Oc1cccc(C(=O)O)c1O
RVD,CCC=C(Oc1cccc(C(=O)O)c1O)C(=O)O
RVE,C=C(Oc1cccc(C(=O)O)c1O)C(=O)O
RVI,CCCC(Cc1cc2cc(ccc2nc1N)c1ccccc1C)C(=O)NCC1CCCCC1
RVN,O=C1Nc2ccccc2C1=Cc1ccc2OCOc2c1C(=O)O
RVP,NC(=O)c1ncn(n1)C1OC(COP(=O)(O)O)C(O)C1O
RVX,CC(C)COP(C)(=O)OCC(N)C(=O)O
RW1,c1ccc(cc1)c1ccncn1
RW2,Cc1ncc(COP(=O)(O)O)c(CNC2CC(CC=2C(=O)O)C(=O)O)c1O
RW3,CC(=O)Nc1nc2ccc(cc2s1)c1nn(Cc2cc3ccccc3nc2N2CCN(C)CC2)c2ncnc(N)c12
RW4,CN1CCN(CC1)c1nc2ccccc2cc1Cn1nc(c2ccc3nc(N)sc3c2)c2c(N)ncnc21
RWF,CC(=O)CC(C1C(=O)Oc2ccccc2C=1O)c1ccccc1
RWJ,N=C(N)NCCCC(NC(=O)C1CCCC1)C(=O)c1nc2ccccc2s1
RWX,COC1CN(CCC1NC(=O)c1[nH]c(C)c(Cl)c1Br)c1nc(c(s1)C(=O)O)c1ncnn1C
RWY,N#CSCCOc1ccc(cc1)Oc1ccccc1
RWZ,CC(C)=CCCC(C)=CCNCCNC1C2CC3CC(C2)CC1C3
RX0,COCCCCC(O)(c1ccccc1c1ccccc1)C1CCCN(C1)C(=O)C1CC(N)C(O)C1
RX3,O=C(NC(Cc1ccccc1)P(=O)(O)C1CCCC1C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O)OCc1ccccc1
RX4,CC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)P(=O)(O)CC(C)C(=O)NC(C)C(N)=O
RX5,CNC(CNC(=O)N1CCCC(C1)C(OCCNC(=O)OC)c1cccc(Cl)c1)CC1CCCOC1
RX6,CNCC(CC1CCCOC1)NC(=O)N1CCCC(C1)C(OCCNC(=O)OC)c1cccc(Cl)c1
RX8,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O
RXA,O=C1NC(=O)c2ccccc2C1=O
RXB,CC(=O)OC(C(=O)Nc1cccc2C(=O)NC(=O)C(=O)c12)c1ccccc1
RXC,CC(=O)OC(C(=O)Nc1cccc2C(=O)NC(=O)C(=O)c12)c1cccc(Cl)c1
RXD,O=C(CCC(=O)Nc1ccc2C(=O)NC(=O)C(=O)c2c1)Nc1cccc(c1)OCCF
RXO,O=[N+]([O-])c1cc([AsH2])ccc1O
RXP,NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCc1ccccc1)CP(=O)(O)C(Cc1ccccc1)NC(=O)OCc1ccccc1
RXR,CC1(C)C(CS)=C(CS)C(C)(C)N1O
RXT,N#CCC(C1CCCC1)n1cc(cn1)c1ncnc2[nH]ccc21
RXV,COc1ccc2ncc(C#N)c(CCN3CCC(CC3)NCc3cc4SCOc4cn3)c2c1
RXZ,O=C(Nc1cc(ccc1N1CCN(CC1)Cc1ccccn1)C(F)(F)F)c1ccc(o1)c1ccncc1
RYJ,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(F)(F)F
RYN,CCNc1nc(nc(n1)SC)NC(C)C
RYU,CC1(O)C(Nc2ccccc21)=C1C(=O)Nc2ccc(cc21)S(=O)(=O)N1CCC(O)CC1
RYV,CCNC(=O)c1ccc(cc1)S(N)(=O)=O
RYX,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(F)(F)C(F)(F)F
RYY,CCCNC(=O)c1ccc(cc1)S(N)(=O)=O
RYZ,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(F)(F)C(F)(F)C(F)(F)F
RZ0,CCCCNC(=O)c1ccc(cc1)S(N)(=O)=O
RZ1,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
RZ4,CC(C)(C)OCC(N)C(=O)O
RZ5,CCCCCNC(=O)c1ccc(cc1)S(N)(=O)=O
RZ7,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
RZ8,CCCCCCNC(=O)c1ccc(cc1)S(N)(=O)=O
RZD,CC(=O)NC(COP(=O)(O)O)CN1CCCC1C(=O)NCCc1c[nH]c2ccccc12
RZH,CCc1cc(Br)cc2c(CCN)c(C)[nH]c12
RZM,OCC1NC(CO)C(OC2OC(CO)C(O)C(O)C2O)C1O
RZW,COc1cc(OC)c2c(C(C)=CC(=O)N2C)c1OC
RZX,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C
S,S
S00,N=C(N)c1ccc(cc1)CNC(=O)C1CCCN1C(=O)C(CC1CCCCC1)NS(=O)(=O)Cc1ccccc1
S01,Cc1cnc2C(=C3CCN(CC3)C(=O)Cc3ccncc3)c3ccc(Cl)cc3CCc2c1
S02,O=P(O)(O)OCCOC1CCC(=CC=C2CCC(CC2)OCCO)CC1
S03,COc1cccc(c1)c1cn(c2ccc(cc2)CN2CCC(O)CC2)c2ncnc(N)c12
S04,NCc1ccc(Cl)cc1CNC(=O)C1CCCN1C(=O)C(CC1CCCCC1)NS(=O)(=O)Cc1ccccc1
S05,O=C(N1CCC(CC1)c1cnc[nH]1)N1CCCc2ccccc21
S06,OCC1OC2(CC(NO2)c2ccc3ccccc3c2)C(O)C(O)C1O
S0A,CC(NC(=O)Nc1ccccc1)C1CC1
S0B,CC1CN=C(NCCc2ccccc2)S1
S0C,O=C(CC1CCCC1)Nc1nccs1
S0D,Cn1cc(cn1)c1nc2ccccc2[nH]1
S0E,Nc1nc2ccc(cc2s1)C(F)(F)F
S0F,Nc1ncc(Cc2ccc(Br)cc2)s1
S0G,CN1C(=O)NC(=O)C(=C1N)N1CCCCC1
S0H,CC(O)CP(=O)(O)O
S0I,O=C1CN(Cc2ccccc2)c2ccccc2N1
S0J,Cc1cc(c(C)n1CC1CCCO1)c1csc(N)n1
S0K,O=C(Nc1ccccc1N1CCOCC1)c1ccsc1
S0N,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n1cnc2c(N)ncnc21)C(O)C(=O)NCCC(=O)NCCNC(=O)CCC(=O)c1ccccc1C(=O)O
S0W,O=C(O)CCc1ccc(Cl)cc1
S10,CCOC(=O)NCCCNC(=O)OCC
S11,CC(C)c1nc(COC(N)=O)n(Cc2ccncc2)c1Sc1cc(Cl)cc(Cl)c1
S12,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC(N)C(=O)O
S13,Cc1ccc(cc1)C1CC2(ON1)OC(CO)C(O)C(O)C2O
S14,CN(C)C(=O)C(c1ccc(cc1)c1ccc2ncnn2c1)C(N)C(=O)N1CCC(F)C1
S16,O=C(Nc1ccc(Cl)cc1)Nc1cccc(c1)C(=O)O
S17,COC(=O)C(Cc1ccc(Br)cc1)NC(=O)CCCCCCC(=O)NO
S19,Cc1ccc(cc1)Nc1nc(ncc1C(N)=O)NC1CCOCC1N
S1A,COC1C=CC(C)C2OC(O)(C(C)C(=O)OC(CCCCC1OC)c1ccccc1)C(OC)C(O)C2C
S1H,CCCCCCCCCCCCCCCCS(=O)(=O)OCC(N)C(=O)O
S1P,CCCCCCCCCCCCCC=CC(O)C(N)COP(=O)(O)O
S1S,NC(=O)CC1NC(=O)C2(CCCCC2)NC(=O)C(CC(=O)O)C(C=CCC(CNC1=O)Cc1cccc2ccccc12)c1ccc(cc1)C(C(=O)O)C(=O)O
S1T,Cc1ncc(Cc2c(sc(CCOP(=O)(O)OP(=O)(O)O)c2C)C(C)O)c(N)n1
S1Y,NCCN1CCCC(CC1)NC(=O)N1CCC(NS(=O)(=O)O)C1C=O
S20,Cc1cc(N)nc(c1)CCc1cccc(c1)C(O)Cc1cc(C)cc(N)n1
S21,O=C(CC(=O)C(F)(F)F)c1ccc(cc1)[N+](=O)[O-]
S22,COc1cc(ccc1Nc1cc(Nc2ccccc2S(=O)(=O)C(C)C)c2cc[nH]c2n1)N1CCC(O)CC1
S23,CC(N)P(=O)(O)CC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O
S24,O=C(O)Sc1ccc(O)cc1O
S25,NCCNC(=O)c1cncc(c1)c1cnc(Nc2cc(ccn2)N2CCOCC2)s1
S26,CCOC(=O)C1=C(O)C(=O)N(c2nc3ccc(Cl)cc3s2)C1c1cccs1
S27,CC(C)CC(C(=O)NO)N(Cc1ccccc1)P(C)(=O)c1ccccc1
S28,N=C(N)c1ccc(cc1)CNC(=O)C1CCCN1C(=O)CNS(=O)(=O)Cc1ccccc1
S29,CC(NS(=O)(=O)Cc1ccccc1)C(=O)N1CCCC1C(=O)NCc1ccc(cc1)C(=N)N
S2A,CNC1C(OC(C)C(O)C1O)OC1c2cc3ccccc3cc2C2C1C=CC21C(=O)C=Cc2ccc(cc21)OC
S2C,NC(CSCC[B-](O)(O)O)C(=O)O
S2D,CC(NC(=O)c1ccccc1)C(=O)O
S2G,O=C(O)CCC(O)C(=O)O
S2H,SS
S2I,OCCCNc1cc(nc(n1)c1ccccn1)N1CCc2ccccc2CC1
S2L,Oc1cc(O)cc(C=Cc2ccc(O)cc2Cl)c1
S2M,COCCOC1C(O)C(COP(=O)(O)O)OC1N1C=C(C)C(=O)NC1=S
S2N,CCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OC
S2O,NS(=O)(=O)c1ccc(cc1)CCO
S2P,NC(Cc1nsnc1O)C(=O)O
S2T,CC(=O)OC(C(=O)O)c1ccccc1Cl
S2X,CC(=O)Nc1ccc(O)c(c1)c1cc(ccn1)C(=O)O
S30,Cc1ccccc1N1C(=O)c2c(C)cccc2N=C1Cn1nc(C#CCO)c2c(N)ncnc21
S33,COc1ccc(cc1Cl)S(=O)(=O)NC(CC(=O)NCc1ccc(C#N)cc1)C(=O)N1CCCC1C(=O)NCc1cc(Cl)ccc1CN
S35,Cc1ccccc1C(CC(=O)O)NC(=O)c1cc(OCC(O)C(C)(C)C)n(n1)c1ccccc1F
S36,CC(C)c1cc(C(=O)N2CCc3ccccc3C2)c(O)cc1O
S38,N#Cc1ccc(cc1)C(=O)NC1CC1c1ccccc1
S3B,CCC(=O)Oc1c(C)cccc1C(=O)O
S3C,O=C(O)C(S)=Cc1c(Cl)ccc(Cl)c1Cl
S3F,O[Fe]1S([Fe])[Fe]2S[Fe]S12
S3G,CC(C)CC(CNC(=O)c1ccncc1)Cc1ccc2OCOc2c1C(=O)O
S3H,SSS
S3N,O=C1NC=Nc2cc(ccc21)C1CNCC1C(=O)c1ccc(cc1)C(F)(F)F
S3P,O=C(O)C1=CC(OP(=O)(O)O)C(O)C(O)C1
S41,Cc1cnc(cn1)NC(=O)c1cc(Oc2cnc(nc2)C(=O)N(C)C)c2cc(C)oc2c1
S42,Cc1cc(N)nc(c1)CCc1cccc(c1)C(CN)Cc1cc(C)cc(N)n1
S44,CCCOc1ccc(cc1CNC(=O)c1ccc(cc1)C12CC3CC(CC(C3)C1)C2)CC(CC)C(=O)O
S45,Clc1ccc(cc1)c1noc(n1)C1CCCNC1
S46,CN1CCN(CC1)C(=O)c1ccc(O)cc1
S47,O=C(Cc1cccc2ccccc12)OC1CNCC1OC(=O)Cc1cccc2ccccc12
S48,COC(=O)CN(C1Cc2cc(ccc2N(Cc2cncn2C)C1)c1ccccc1)S(=O)(=O)c1cn(C)cn1
S49,N=C(N)c1ccc(cc1)CNC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NS(=O)(=O)Cc1ccccc1
S4A,Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)O)S1
S4B,OB(O)c1ccc(C=Cc2cc(O)cc(O)c2)cc1
S4C,NC1C=CN(C(=O)N=1)C1SC(COP(=O)(O)O)C(O)C1O
S4G,NC1=Nc2c(ncn2C2CC(O)C(COP(=O)(O)O)S2)C(=O)N1
S4H,S=S(S)S
S4M,C[SH](CCCN)CC1OC(C(O)C1O)n1cnc2c(N)ncnc21
S4U,O=C1NC(=S)C=CN1C1OC(COP(=O)(O)O)C(O)C1O
S51,O=C(c1c(Cc2ccccc2)n(c2ccccc2)c2ccccc12)N1CCNCC1
S52,O=C(c1c(Oc2ccccc2)n(c2ccccc2)c2ccccc12)N1CCNCC1
S53,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2ccnc(Cc3ccccc3)c2n1c1ccccc1
S54,CC(C)C(NS(=O)(=O)Cc1ccccc1)C(=O)N1CCCC1C(=O)NCc1ccc(cc1)C(=N)N
S55,CCC1C(OC=C(C(=O)OC)C1CC1NCCc2c1[nH]c1ccccc21)OC1OC(CO)C(O)C(O)C1O
S56,COCCn1c(CC(C#N)C(=O)NC(C)C)c(c2ccc(cc2)Oc2ccccc2)c2c(N)ncnc21
S57,COc1ccc(OCCCCCCn2ccnc2)c(Cl)c1
S58,NS(=O)(=O)c1ccc(cc1)n1nc(cc1c1ccc(Br)cc1)C(F)(F)F
S5B,Cc1noc(C)c1c1ccc2c(Nc3ccccc3C(C)(C)C)c(cnc2c1)C(=O)O
S5D,Cc1cc(N)nc(c1)CCc1cccc(c1)C(N)Cc1cc(C)cc(N)n1
S5H,CC(=O)C1CCC2C3CCC4CC(CCC4(C)C3CCC12C)OC(=O)CCC(=O)O
S5P,O=C1C=C(S)N(C(=O)N1)C1OC(COP(=O)(O)O)C(O)C1O
S5S,SS[SH](S)S
S5Z,O=C(O)c1ccc(cc1CS)c1ccccc1
S60,Cc1nc2cc3N=C(N)NC(=O)c3cc2[nH]1
S61,Cc1ccccc1C(CC(=O)O)NC(=O)C1=CC(=O)N(N1)c1ccccc1F
S62,O=S(=O)(O)c1ccc2sc(nc2c1)S(=O)(=O)O
S69,COc1cccc(c1)CC(=O)NN=Cc1c(C)cc(O)cc1O
S6G,NC1=Nc2c(ncn2C2CC(O)C(COP(=O)(O)O)O2)C(=S)N1
S6I,NS(=O)(=O)c1ccc(cc1)NC(=O)NC1CCCC1
S6L,N#Cc1c(N)n(Cc2ccccc2)c2ccc(cc12)Oc1ccc(cc1)NC(=O)CN
S6P,O=P(O)(O)OCC(O)C(O)C(O)C(O)CO
S70,O=C(CP(=O)(O)O)C(O)COP(=O)(O)O
S71,Cc1cc(N)nc(c1)CCc1cncc(c1)C(CN)Cc1cc(C)cc(N)n1
S72,CNC(=O)CN(Cc1ccc(F)cc1)C(=O)CC1CCC(CC1)NC(=O)c1nnn(Cc2ccccc2)c1C
S74,O=C(O)CCc1ccc(cc1)OC1CCN(CC1)C(=O)NC1C(c2ccccc2)C1c1ccccc1
S76,CNC1=CC(=O)NC(=O)N1
S79,NC1=Nc2cc3[nH]c(nc3cc2C(=O)N1)NCc1cccc2ccccc12
S7B,Cc1cccc(C(=O)O)c1OC(=O)C1CC1
S7K,Cc1ccnc(c1)CCc1cccc(c1)C(N)Cc1cc(C)cc(N)n1
S7M,CC[S+](CCC(N)C(=O)O)CC1OC(C(O)C1O)n1cnc2c(N)ncnc21
S7P,O=P(O)(O)OCC(O)C1OC(O)(CO)C(O)C1O
S80,COCCN1CCCCC(NC(=O)C(CC(C)C)C(CCCO)C(=O)NO)C1=O
S81,NCC1OC(OC2C(N)CC(N)C(O)C2O)C(N)C(O)C1F
S82,CC(C)c1noc(n1)C1CCN(CC1)C(=O)NC1CC1c1ccccc1
S84,CNCCN(C)c1cc(cc(c1)C(F)(F)F)CCc1cc(C)cc(N)n1
S85,CNCCN(C)c1cc(F)cc(c1)CCc1cc(C)cc(N)n1
S88,CC(c1cccc2ccccc12)N1CCC(CC1)C(=O)NCc1cccc(F)c1
S89,O=C(C=Cc1ccccc1)NC(Cc1ccccc1)C(=O)NC(CO)Cc1ccccc1
S8A,O=C(O)CN1C(=O)c2ccccc2S1(=O)=O
S8F,Fc1cccc(c1)CCCNCc1ccnc(n1)n1ccnc1
S8M,Nc1ncnc2c1ncn2C1OC(CSCCC(N)c2nnn[nH]2)C(O)C1O
S8Y,CN(Cc1ccc2OCOc2c1C(=O)O)C(=O)NC(C(=O)NC(C)(C)C)c1ccccc1
S8Z,COCC#Cc1cccc(c1)C1(N=C(N)N2CC(F)(F)CN=C21)c1ccc(cc1)OC(F)F
S90,CNCCN(c1cc(F)cc(c1)CCc1cc(C)cc(N)n1)C1CC1
S91,Cc1cccc(c1)Nc1nc(ncc1C(N)=O)Nc1ccc(cc1)CC(=O)O
S94,O=C(NC1CC1c1ccccc1)N1CCC(CC1)Oc1ccccc1
S97,Cc1cc(N)nc(c1)CCc1cc(cc(c1)CCc1ccc2cc[nH]c2n1)CN
S98,NC1=Nc2cc3nc(NCc4cccs4)[nH]c3cc2C(=O)N1
S99,OC(O)(CCCCCCc1ccccc1)c1nc(co1)c1ccccn1
S9L,O=P(O)(O)OCCOCCOCCO
S9T,COc1ccc(cc1OC)CC1NCCc2cc(OC)c(cc21)OC
SA0,OCc1ccccc1OC1OC(CO)C(O)C(O)C1O
SA1,CC12OCCC1C(=O)NC2(C=O)C(O)C1C=CCCC1
SA2,CC(COC(=O)CCCC(=O)O)(C(NC=CC=O)C(=O)O)S(=O)O
SA3,O=C1NC(=O)c2c1c1c3ccc(O)cc3[nH]c1c1c2c2ccc(O)cc2n1C1OC(CO)C(O)C(O)C1O
SA6,CCC1C(=O)NC(C=O)(C(O)C2C=CCCC2)C1(C)O
SA8,CN(CCC(N)C(=O)O)CC1OC(C(O)C1O)n1cnc2c(N)ncnc21
SA9,OCc1ccccc1O
SAA,CC(O)(C(=O)O)c1ccccc1
SAB,NCCCCNC(=O)c1ccc(cc1)S(N)(=O)=O
SAC,CC(=O)NC(CO)C(=O)O
SAD,NC(=O)c1c[se]c(n1)C1OC(COP(=O)(O)CP(=O)(O)OCC2OC(C(O)C2O)n2cnc3c(N)ncnc32)C(O)C1O
SAE,NC(=O)c1c[se]c(n1)C1OC(COP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)n2cnc3c(N)ncnc32)C(O)C1O
SAF,CC(c1cccc(O)c1)N(C)C
SAG,CC(N=Cc1ccc(cc1)OCc1cccc(F)c1)C(N)=O
SAH,Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O
SAI,Nc1ncnc2c1ncn2C1OC(C[Se]CCC(N)C(=O)O)C(O)C1O
SAJ,CC(=O)NC1C(OC(C(=O)O)C(O)C1O)OP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1O)N1C=CC(=O)NC1=O
SAK,COc1cc(O)c2C(=O)CC(Oc2c1)c1ccc(O)cc1
SAL,O=C(O)c1ccccc1O
SAM,C[S+](CCC(N)C(=O)[O-])CC1OC(C(O)C1O)n1cnc2c(N)ncnc21
SAN,Nc1ccc(cc1)S(N)(=O)=O
SAO,Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)O)C(O)C1O
SAP,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(O)(O)=S)C(O)C1O
SAQ,O=C1NC=Nc2cc3nc(NCc4cccs4)[nH]c3cc21
SAR,CNCC(=O)O
SAS,O=C(O)c1cc(ccc1O)N=Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1
SAT,O=C(O)CS(=O)(=O)O
SAU,C[n+]1cc2c3OCOc3ccc2c2ccc3cc4OCOc4cc3c21
SAV,COc1cc(cc(OC)c1OC)Nc1nccc(n1)Nc1ccc2c(C)n[nH]c2c1
SAW,CN(C)c1cccc2c(cccc12)S(=O)(=O)NCCCCCCCCNC(=O)C12CC3CC(CC(O)(C3)C1)C2
SAX,CCCCCCCCCCCCOc1cccc(O)c1C(=O)O
SAY,O=Cc1ccc(cc1O)C1CC(O)C(COP(=O)(O)O)O1
SAZ,CC(C)=CCC[NH+](C)C1CC=C(C)CC1
SB,[Sb+3]
SB0,COc1nccc(n1)c1c(ncn1C1CCC(O)CC1)c1ccc(F)cc1
SB1,CC1(C)COC(=O)CCCCCCCCCCCOC(=O)C2CCCCN2C(=O)C1=O
SB2,CS(=O)c1ccc(cc1)c1nc(c2ccc(F)cc2)c([nH]1)c1ccncc1
SB3,CCC(C)(C)C(=O)C(=O)N1CCCCC1C(=O)OC(CCc1ccccc1)c1ccccc1
SB4,Nc1nccc(n1)c1c(ncn1C1CCNCC1)c1ccc(F)cc1
SB5,Nc1nccc(n1)c1c(ncn1CC1CC1)c1ccc(F)cc1
SB6,Fc1ccc(cc1)c1ncn(CC2CC2)c1c1ccncc1
SB7,OCN(O)CCCc1ccccc1
